fname,label
1a6cd0d1.wav,Violin_or_fiddle
1ab80336.wav,Violin_or_fiddle
1b24c166.wav,Violin_or_fiddle
1e93f880.wav,Violin_or_fiddle
208a14b6.wav,Violin_or_fiddle
21346775.wav,Violin_or_fiddle
225b34b1.wav,Violin_or_fiddle
2287043f.wav,Violin_or_fiddle
0496718e.wav,Finger_snapping
051138fc.wav,Finger_snapping
060ba089.wav,Finger_snapping
06b9dc31.wav,Finger_snapping
0779162e.wav,Finger_snapping
0a6dbf2c.wav,Finger_snapping
0b3c0588.wav,Finger_snapping
0c2f1a54.wav,Finger_snapping
105f4e16.wav,Finger_snapping
14f13e6f.wav,Finger_snapping
169acff4.wav,Finger_snapping
